10,S,1
0.5,S,2
0.4,S,3
0.4,S,4
0.4,S,5
2,S,6
0.4,S,6
0.4,S,6
0.4,S,6
0.4,S,6
0.4,S,6
0.4,S,6
0.4,S,6
2,M,0
1,M,1
1,M,2
1,M,3
1,M,4
2,S,3
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,5
3,L,2
1,L,2
3,S,0
0.4,S,0
0.4,S,1
0.4,S,2
0.4,S,3
0.4,S,4
0.4,S,5
0.4,S,6
0.4,S,7
0.4,S,8
2.5,M,0
0,M,1
0,M,2
0,M,3
0,M,4
1,S,1
0.4,S,1
0.4,S,1
0.4,S,1
0.4,S,1
0.4,S,3
0.4,S,3
0.4,S,3
0.4,S,3
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,7
0.4,S,7
0.4,S,7
0.4,S,7
1.5,L,5
1.5,L,6
4,M,0
0.4,M,0
0.4,M,0
0,M,2
0.4,M,2
0.4,M,2
0,M,4
0.4,M,4
0.4,M,4
2,S,7
0.4,S,7
0.4,S,7
0.4,S,7
0.4,S,7
2,S,8
0.4,S,4
0.4,S,4
0.4,S,4
0.4,S,4
2,S,5
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,5
2,S,6
0.4,S,6
0.4,S,6
0.4,S,6
0.4,S,6
5,S,6
0.4,S,5
0.4,S,0
0.4,S,1
0.4,S,2
0.4,S,3
0.4,S,7
0.4,S,8
0.4,S,7
0.4,S,4
0.4,S,3
0.4,S,2
0.4,S,1
0.4,S,0
0.4,S,5
0.4,S,6
1,M,0
0,M,2
0,M,3
0,M,4
1,M,0
0,M,1
0,M,3
0,M,4
1,M,0
0,M,1
0,M,2
0,M,4
1,M,0
0,M,1
0,M,2
0,M,3
3,L,0
0,L,1
0,L,2
0,L,3
0,L,4
0.5,L,0
0,L,1
0,L,2
0,L,3
0,L,4
5,S,3
0.4,S,3
0.4,S,3
0.4,S,3
0.4,S,3
0.4,S,3
0.4,S,3
0.5,S,2
0.4,S,2
0.4,S,2
0.4,S,2
0.4,S,2
0.4,S,2
0.4,S,2
0.5,S,1
0.4,S,1
0.4,S,1
0.4,S,1
0.4,S,1
0.4,S,1
1,M,0
0,M,2
0,M,3
0,M,4
1,M,0
0,M,1
0,M,3
0,M,4
1,M,0
0,M,1
0,M,2
0,M,4
1,M,0
0,M,1
0,M,2
0,M,3
5,S,6
0.4,S,5
0.4,S,0
0.4,S,1
0.4,S,2
0.4,S,3
0.4,S,7
0.4,S,8
0.4,S,7
0.4,S,4
0.4,S,3
0.4,S,2
0.4,S,1
0.4,S,0
0.4,S,5
0.4,S,6
4,M,0
0.4,M,0
0.4,M,0
0,M,2
0.4,M,2
0.4,M,2
0,M,4
0.4,M,4
0.4,M,4
1.5,L,5
1.5,L,6
1.5,L,5
1.5,L,6
2,S,8
0.4,S,8
0.4,S,8
0.4,ES,8
0.4,ES,8
2,S,5
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,5
2,S,6
0.4,S,6
0.4,S,6
0.4,S,6
0.4,S,6
3,L,0
0,L,1
0,L,2
0,L,3
0,L,4
0.5,L,0
0,L,1
0,L,2
0,L,3
0,L,4
1,S,1
0.4,S,1
0.4,S,1
0.4,S,1
0.4,S,1
0.4,S,3
0.4,S,3
0.4,S,3
0.4,S,3
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,7
0.4,S,7
0.4,S,7
0.4,S,7
1.5,L,5
1.5,L,6
1.5,L,5
1.5,L,6
2,M,0
1,M,1
1,M,2
1,M,3
1,M,4
5,S,3
0.4,S,6
0.4,S,6
0.4,S,6
0.4,S,6
0.4,S,6
0.4,S,6
0.5,S,5
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,5
0.4,S,5
0.5,ES,2
0.4,ES,2
0.4,ES,2
0.4,ES,2
0.4,ES,2
0.4,ES,2
5,S,6
0.4,S,5
0.4,S,0
0.4,S,1
0.4,S,2
0.4,S,3
0.4,S,7
0.4,S,8
0.4,S,7
0.4,S,4
0.4,S,3
0.4,S,2
0.4,S,1
0.4,S,0
0.4,S,5
0.4,S,6
2,M,0
1,M,1
1,M,2
1,M,3
1,M,4
2,L,2
1,L,2
1,L,2
1,L,2
1,EL,2
5,L,0
1,L,0
1,L,0
1,L,0
1,L,0
1,EL,0
5,L,4
1,L,4
1,L,4
1,L,4
1,L,4
1,L,4
1,L,4
1,EL,4
2,M,0
1,M,1
1,M,2
1,M,3
1,M,4
2,M,0
1,M,1
1,M,2
1,M,3
1,M,4
2,M,0
1,M,1
1,M,2
1,M,3
1,M,4
5,S,6
0.4,S,5
0.4,S,0
0.4,S,1
0.4,S,2
0.4,S,3
0.4,S,7
0.4,S,8
0.4,S,7
0.4,S,4
0.4,S,3
0.4,S,2
0.4,S,1
0.4,S,0
0.4,S,5
0.4,S,6
2,M,0
1,M,1
1,M,2
1,EM,3
1,EM,4
3,L,0
0,L,1
0,L,2
0,L,3
0,L,4
0.5,L,0
0,L,1
0,L,2
0,L,3
0,L,4
5,S,2
0.4,S,3
0.4,S,1
0.4,S,2
0.4,S,3
0.4,S,2
0.4,S,1
0.5,S,2
0.4,S,3
0.4,S,2
0.4,S,1
0.4,S,2
0.4,S,3
0.4,S,2
0.5,S,1
0.4,S,2
0.4,S,3
0.4,S,2
0.4,S,1
0.4,S,2
5,S,6
0.4,S,5
0.4,S,0
0.4,S,1
0.4,ES,2
0.4,ES,3
0.4,ES,7
0.4,S,8
0.4,S,7
0.4,S,4
0.4,S,3
0.4,S,2
0.4,ES,1
0.4,ES,0
0.4,ES,5
0.4,ES,6
0,M,1
0,M,2
0,M,3
0,M,4
1,M,1
0,M,2
0,M,3
0,M,4
3,L,0
0,EL,1
0,L,2
0,EL,3
0,L,4
0.5,L,0
0,L,1
0,EL,2
0,L,3
0,EL,4
5,S,6
0.4,S,5
0.4,S,6
0.4,S,5
0.4,S,6
0.4,S,5
0.4,S,6
0.4,S,5
0.4,S,6
0.4,S,5
0.4,S,6
0.4,S,5
0.4,S,6
0.4,S,5
0.4,S,6
0.4,S,5
2,L,4
1,L,3
1,L,2
1,L,1
1,L,0
5,EL,0
1,L,0
1,L,1
1,L,2
1,L,3
